#MEMO2 project has received funding from the European Unions Horizon 2020 research
#and innovation programme  under the Marie Sklodowska-Curie grant agreement No 722479
#Data separator = ;
#Invalid_data = -999.99
#Unit = ppb
#Data provider = Jonas Ravelid, Randulph Morales
#Contact details = jonas.ravelid@empa.ch, randulph.morales@empa.ch
#Creation date = 2021-06-27 16:03:44 UTC
#
#Data version = version_1.0
#Drone measurements on 20200312. Release experiment in Duebendorf Measurement was
# from 14:58:57 to 15:09:50 UTC. Third of fourth mass balances. Heights above gro
#und are 4.0, 9.0, 2.0, 6.0, 11.0, 3.0, 7.0, 12.0, 5.0m. Location is 47.390525, 8
#.603439. Blind release experiment
#------------------------------------------------------------#
Date_UTC;Time_UTC;Date_Loc;Time_Loc;Latitude;Longitude;Altitude;Pressure;Temperature;CH4_spec_corr;Flag
2020-03-12;14:57:48;2020-03-12;15:57:48;47.390560461999996;8.603292802999999;2.4608301162935504;965.809730318;289.31;-235.61475771940331;o
2020-03-12;14:57:49;2020-03-12;15:57:49;47.390556691;8.603295407000001;4.911330116293527;965.515887789;289.32;-185.18923311807086;o
2020-03-12;14:57:50;2020-03-12;15:57:50;47.390552867;8.60329576;6.900730116293573;965.515887789;289.32;-198.21574804433052;o
2020-03-12;14:57:51;2020-03-12;15:57:51;47.390546887;8.603299333999999;7.141730116293559;965.272707765;289.32;-201.410345831169;o
2020-03-12;14:57:52;2020-03-12;15:57:52;47.390536656;8.60331487;7.4158301162935345;965.0295277409999;289.33;-243.75092644230077;o
2020-03-12;14:57:53;2020-03-12;15:57:53;47.39052804399999;8.603328297000001;7.508930116293527;964.988997737;289.34;-230.43346396728128;o
2020-03-12;14:57:54;2020-03-12;15:57:54;47.390521866;8.603334797999999;7.529330116293579;965.049792743;289.34;-192.1745817180816;o
2020-03-12;14:57:55;2020-03-12;15:57:55;47.390516648;8.603341607;7.488030116293544;965.009262739;289.34999999999997;-184.82239822597313;o
2020-03-12;14:57:56;2020-03-12;15:57:56;47.390513396;8.603347508999999;7.459930116293549;965.0599252439999;289.34999999999997;-167.90929843125886;o
2020-03-12;14:57:57;2020-03-12;15:57:57;47.390513365;8.603349146000001;7.414130116293563;965.090322747;289.35999999999996;-129.02193360367147;o
2020-03-12;14:57:58;2020-03-12;15:57:58;47.390515065;8.603349651;7.362630116293531;965.1105877489999;289.35999999999996;-145.6314996556169;o
2020-03-12;14:57:59;2020-03-12;15:57:59;47.390517803;8.603348566000001;7.316030116293575;965.049792743;289.35999999999996;-162.2410657075623;o
2020-03-12;14:58:00;2020-03-12;15:58:00;47.390519028;8.603351607999999;7.247530116293547;965.1105877489999;289.37;-193.25806873197902;o
2020-03-12;14:58:01;2020-03-12;15:58:01;47.390512183999995;8.603373404;7.226630116293563;965.0801902459999;289.37;-166.13361334067687;o
2020-03-12;14:58:02;2020-03-12;15:58:02;47.390499726;8.603410421;7.188330116293571;965.0548589934999;289.375;-180.3137524153852;o
2020-03-12;14:58:03;2020-03-12;15:58:03;47.39048605399999;8.603449445;7.101030116293543;965.0295277409999;289.38;-173.6909474382988;o
2020-03-12;14:58:04;2020-03-12;15:58:04;47.39047212;8.603485593;7.026930116293556;965.0599252439999;289.38;-208.16316022287504;o
2020-03-12;14:58:05;2020-03-12;15:58:05;47.390457938999994;8.603517576;7.046230116293543;965.090322747;289.38;-208.16316022287504;o
2020-03-12;14:58:06;2020-03-12;15:58:06;47.390443528999995;8.603546114;7.029530116293529;965.090322747;289.38;-208.7503635349951;o
2020-03-12;14:58:07;2020-03-12;15:58:07;47.390429886999996;8.603572397;6.992030116293563;965.090322747;289.38;-187.41801669470613;o
2020-03-12;14:58:08;2020-03-12;15:58:08;47.390417606999996;8.603597597;6.975730116293562;965.100455248;289.38;-173.88850735340623;o
2020-03-12;14:58:09;2020-03-12;15:58:09;47.39040494899999;8.603621923;6.970430116293528;965.100455248;289.39;-210.3373062737757;o
2020-03-12;14:58:10;2020-03-12;15:58:10;47.390391838999996;8.603644865;6.946930116293572;965.12072025;289.4;-151.14401469709787;o
2020-03-12;14:58:11;2020-03-12;15:58:11;47.390380252;8.603665922000001;6.883930116293527;965.1105877489999;289.4;-198.05711531857693;o
2020-03-12;14:58:12;2020-03-12;15:58:12;47.390370368;8.603687042;6.872130116293533;965.100455248;289.40999999999997;-187.73404690873852;o
2020-03-12;14:58:13;2020-03-12;15:58:13;47.39036155;8.603707252000001;6.860230116293565;965.1105877489999;289.40999999999997;-187.73404690873852;o
2020-03-12;14:58:14;2020-03-12;15:58:14;47.390353229;8.603726096;6.876430116293534;965.100455248;289.40999999999997;-151.351080854971;o
2020-03-12;14:58:15;2020-03-12;15:58:15;47.390344553;8.603744978;6.903230116293571;965.090322747;289.41999999999996;-169.05212323553917;o
2020-03-12;14:58:16;2020-03-12;15:58:16;47.390334752;8.603765047000001;6.908730116293555;965.090322747;289.41999999999996;-172.03064932565323;o
2020-03-12;14:58:17;2020-03-12;15:58:17;47.390323506;8.60378621;6.886830116293538;965.1105877489999;289.44;-175.0091754157673;o
2020-03-12;14:58:18;2020-03-12;15:58:18;47.390312118999994;8.603807519;6.911230116293552;965.039660242;289.44;-187.7638683949132;o
2020-03-12;14:58:19;2020-03-12;15:58:19;47.390301028;8.603828655;6.93623011629353;965.0801902459999;289.44;-185.44130167471448;o
2020-03-12;14:58:20;2020-03-12;15:58:20;47.390289778;8.603851119;6.9619301162935585;965.070057745;289.44;-188.24282430290143;o
2020-03-12;14:58:21;2020-03-12;15:58:21;47.390278041;8.603875416000001;6.952230116293549;965.0801902459999;289.44;-191.11319770143209;o
2020-03-12;14:58:22;2020-03-12;15:58:22;47.3902688;8.603894205;6.895230116293533;965.0953889974999;289.44;-191.11319770143209;o
2020-03-12;14:58:23;2020-03-12;15:58:23;47.390264923000004;8.603898675;6.86603011629353;965.1105877489999;289.44;-146.84720947200896;o
2020-03-12;14:58:24;2020-03-12;15:58:24;47.390263986;8.603898976;6.8451301162935465;965.100455248;289.45;-146.84720947200896;o
2020-03-12;14:58:25;2020-03-12;15:58:25;47.390264103999996;8.603897806;6.824830116293526;965.1409852520001;289.46;193.78472374873334;o
2020-03-12;14:58:26;2020-03-12;15:58:26;47.390265295;8.603896781;6.824330116293538;965.090322747;289.46999999999997;-85.57722186984368;o
2020-03-12;14:58:27;2020-03-12;15:58:27;47.39026552;8.603895397;6.7896301162935515;965.12072025;289.47999999999996;-99.9238058712169;o
2020-03-12;14:58:28;2020-03-12;15:58:28;47.390265071;8.603894814;6.763630116293541;965.070057745;289.47999999999996;-101.08886896895103;o
2020-03-12;14:58:29;2020-03-12;15:58:29;47.390265067;8.603895155;6.740630116293573;965.201780258;289.48999999999995;-91.0712292226566;o
2020-03-12;14:58:30;2020-03-12;15:58:30;47.390265158999995;8.603895458;6.764030116293554;965.1105877489999;289.48999999999995;-100.67122385053123;o
2020-03-12;14:58:31;2020-03-12;15:58:31;47.390264932;8.60389602;6.715530116293564;965.151117753;289.48999999999995;-116.00949943727602;o
2020-03-12;14:58:32;2020-03-12;15:58:32;47.39026436899999;8.603896436;6.709930116293549;965.100455248;289.5;-90.9509384869921;o
2020-03-12;14:58:33;2020-03-12;15:58:33;47.390262888;8.603895972;6.719830116293565;965.151117753;289.5;-71.08387508479896;o
2020-03-12;14:58:35;2020-03-12;15:58:35;47.390266469;8.603893822;6.64403011629355;965.049792743;289.5;-170.67881247612496;o
2020-03-12;14:58:37;2020-03-12;15:58:37;47.390260691;8.603893931;6.589030116293543;965.100455248;289.48999999999995;-168.7350081560034;o
2020-03-12;14:58:38;2020-03-12;15:58:38;47.390257356000006;8.603883893999999;6.578530116293564;965.0801902459999;289.47999999999996;-210.98126801202864;o
2020-03-12;14:58:39;2020-03-12;15:58:39;47.390250305;8.603871609;6.550230116293562;965.0801902459999;289.47999999999996;-210.6191349226742;o
2020-03-12;14:58:40;2020-03-12;15:58:40;47.39024169;8.603860114;6.5408301162935345;965.090322747;289.48999999999995;-202.61027721730412;o
2020-03-12;14:58:41;2020-03-12;15:58:41;47.39023353100001;8.603850094;6.538630116293575;965.070057745;289.47999999999996;-202.61027721730412;o
2020-03-12;14:58:42;2020-03-12;15:58:42;47.390226287;8.603841177;6.519430116293563;965.0852564965;289.46999999999997;-180.0201578374368;o
2020-03-12;14:58:43;2020-03-12;15:58:43;47.39021755899999;8.603832824;6.465530116293564;965.100455248;289.46;-180.0201578374368;o
2020-03-12;14:58:44;2020-03-12;15:58:44;47.39020937;8.603822548;6.485130116293533;965.1105877489999;289.46;1091.669666496242;o
2020-03-12;14:58:45;2020-03-12;15:58:45;47.390199861999996;8.603811079;6.524330116293527;965.1409852520001;289.46;3771.624211672105;o
2020-03-12;14:58:46;2020-03-12;15:58:46;47.390188769;8.603800159;6.534730116293531;965.070057745;289.46;2900.42661033386;o
2020-03-12;14:58:47;2020-03-12;15:58:47;47.390177439;8.603789723;6.550030116293556;965.1105877489999;289.46;2900.42661033386;o
2020-03-12;14:58:48;2020-03-12;15:58:48;47.390166681000004;8.6037799;6.516630116293527;965.0801902459999;289.46;3.177064517484892;o
2020-03-12;14:58:49;2020-03-12;15:58:49;47.390156129;8.603770762;6.490730116293548;965.090322747;289.46999999999997;-125.2423461094439;o
2020-03-12;14:58:50;2020-03-12;15:58:50;47.390145456999996;8.603761863999999;6.477930116293578;965.1409852520001;289.46;-134.98218419063033;o
2020-03-12;14:58:51;2020-03-12;15:58:51;47.39013555;8.603753614;6.474730116293529;965.161250254;289.46;-139.29129279348336;o
2020-03-12;14:58:52;2020-03-12;15:58:52;47.390126938;8.603747209;6.490430116293567;965.090322747;289.46;-143.6004013963364;o
2020-03-12;14:58:53;2020-03-12;15:58:53;47.390122434;8.603744947000001;6.49793011629356;965.100455248;289.46;-167.4572998718289;o
2020-03-12;14:58:54;2020-03-12;15:58:54;47.390120892;8.603746794;6.485130116293533;965.0801902459999;289.46;-169.29630989956422;o
2020-03-12;14:58:55;2020-03-12;15:58:55;47.390119861;8.603748037;6.457730116293533;965.01939524;289.45;-171.13531992729958;o
2020-03-12;14:58:56;2020-03-12;15:58:56;47.390120026999995;8.603746825;6.476630116293563;965.100455248;289.44;-154.59304428867182;o
